,wave.time,wave.allitemcount,wave.totalelements,wave.error.count,wave.contrast.count,wave.alert.count,wave.feature.count,wave.structure.count,wave.aria.count,ipeds.schoolname,ipeds.city,ipeds.state,ipeds.degrees_awarded.predominant,ipeds.degrees_awarded.highest,ipeds.ownership,ipeds.admission_rate.overall,ipeds.online_only,ipeds.tuition.in_state,ipeds.tuition.out_of_state,ipeds.ft_faculty_rate,ipeds.institutional_characteristics.level,ipeds.endowment.begin,ipeds.size,calc.avg_net_price,calc.attendance_cost,calc.above_average_errors
874,10.65,132,852,2,1,11,11,52,55,Virginia Western Community College,Roanoke,VA,Predominantly associate's-degree granting,Associate degree,Public,,Not online only,5355.0,11358.0,0.2977,2-year,14352950.0,3662.0,6428.0,11879.0,False
875,7.83,240,593,20,20,26,11,52,111,Asher Institute of Hampton,Hampton,VA,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,8.0,13107.0,17948.0,False
876,27.86,134,470,16,59,19,2,32,6,Virginia University of Lynchburg,Lynchburg,VA,Predominantly associate's-degree granting,Graduate degree,Private nonprofit,,Not online only,8600.0,8600.0,0.25,4-year,1788763.0,122.0,18242.0,25329.0,False
877,4.52,234,867,4,2,37,5,51,135,Clover Park Technical College,Lakewood,WA,Predominantly certificate-degree granting,Bachelor's degree,Public,,Not online only,5740.0,5740.0,1.0,4-year,1069748.0,1723.0,7488.0,13736.0,False
878,3.42,235,1391,63,30,25,9,57,51,Divers Institute of Technology,Seattle,WA,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,229.0,40822.0,43644.0,True
879,3.34,94,450,0,0,19,28,33,14,The Evergreen State College,Olympia,WA,Predominantly bachelor's-degree granting,Graduate degree,Public,0.9838,Not online only,8325.0,28515.0,0.7717,4-year,17078003.0,2053.0,13526.0,24371.0,False
880,3.32,185,943,0,6,32,16,64,67,Green River College,Auburn,WA,Predominantly associate's-degree granting,Bachelor's degree,Public,,Not online only,4233.0,4694.0,0.4617,4-year,18256725.0,5658.0,9323.0,15907.0,False
881,6.02,616,2492,15,4,95,53,116,333,Highline College,Des Moines,WA,Predominantly associate's-degree granting,Bachelor's degree,Public,,Not online only,4231.0,4691.0,0.9975,4-year,,4109.0,6342.0,14125.0,False
882,5.74,590,2248,101,17,97,46,97,232,Highlights Beauty Schools,Mountlake Terrace,WA,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,120.0,12900.0,20397.0,True
883,5.74,590,2248,101,17,97,46,97,232,Highlights Beauty Schools,Federal Way,WA,Predominantly certificate-degree granting,Certificate degree,Private for-profit,,Not online only,,,,Less-than-2-year,,251.0,13520.0,20316.0,True
884,5.92,377,1345,0,0,69,122,59,127,Bates Technical College,Tacoma,WA,Predominantly certificate-degree granting,Associate degree,Public,,Not online only,6628.0,16253.0,0.9907,2-year,1989577.0,1001.0,7547.0,14885.0,False
885,4.42,188,665,19,7,14,17,46,85,Spokane Falls Community College,Spokane,WA,Predominantly associate's-degree granting,Bachelor's degree,Public,,Not online only,3727.0,5006.0,1.0,4-year,2974931.0,4039.0,6108.0,12594.0,False
886,5.94,524,1110,9,49,23,53,39,351,Washington State University,Pullman,WA,Predominantly bachelor's-degree granting,Graduate degree,Public,0.7995,Not online only,12170.0,27113.0,0.781,4-year,1068763239.0,25084.0,15300.0,26068.0,False
887,3.92,239,839,13,3,9,9,40,165,Whitman College,Walla Walla,WA,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,0.5413,Not online only,50408.0,50408.0,0.9015,4-year,565255655.0,1339.0,35894.0,69532.0,False
888,4.53,412,1339,8,10,98,25,98,173,Bethany College,Bethany,WV,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,0.9184,Not online only,30840.0,30840.0,0.6818,4-year,46988437.0,564.0,10030.0,45570.0,False
889,3.52,75,463,7,25,20,5,18,0,Huntington Junior College,Huntington,WV,Predominantly associate's-degree granting,Associate degree,Private for-profit,,Not online only,9600.0,9600.0,,2-year,,212.0,9972.0,14944.0,False
890,4.04,249,5560,4,14,166,14,15,36,Marshall University,Huntington,WV,Predominantly bachelor's-degree granting,Graduate degree,Public,0.8925,Not online only,8512.0,19366.0,0.7691,4-year,147264821.0,7595.0,8351.0,19586.0,False
891,3.52,108,467,1,1,11,11,26,58,Potomac State College of West Virginia University,Keyser,WV,Predominantly associate's-degree granting,Bachelor's degree,Public,,Not online only,4536.0,11544.0,0.7887,4-year,6571566.0,1008.0,8622.0,14947.0,False
892,3.22,660,1519,19,9,575,0,50,7,Shepherd University,Shepherdstown,WV,Predominantly bachelor's-degree granting,Graduate degree,Public,0.977,Not online only,7784.0,18224.0,0.6276,4-year,21383830.0,2479.0,10983.0,17759.0,False
893,6.03,326,1063,1,4,14,23,68,216,Carthage College,Kenosha,WI,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,0.7663,Not online only,31500.0,31500.0,0.5333,4-year,111495804.0,2620.0,27274.0,59175.0,False
894,3.73,185,631,7,7,3,9,53,106,Concordia University-Wisconsin,Mequon,WI,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,0.7053,Not online only,31182.0,31182.0,1.0,4-year,74235241.0,2744.0,22996.0,45936.0,False
895,4.33,178,1155,0,38,15,17,50,58,Fox Valley Technical College,Appleton,WI,Predominantly certificate-degree granting,Associate degree,Public,,Not online only,4677.0,6761.0,1.0,2-year,,6029.0,12207.0,15507.0,False
896,2.82,219,1097,0,10,20,31,74,84,Lawrence University,Appleton,WI,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,0.6892,Not online only,50958.0,50958.0,0.8552,4-year,356957659.0,1419.0,22452.0,62166.0,False
897,3.04,256,852,7,7,23,31,87,101,Marquette University,Milwaukee,WI,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,0.8249,Not online only,45666.0,45666.0,0.6046,4-year,698000000.0,7828.0,30380.0,59725.0,False
898,4.42,323,1964,4,18,29,10,124,138,Nicolet Area Technical College,Rhinelander,WI,Predominantly certificate-degree granting,Associate degree,Public,,Not online only,4505.0,6757.0,0.5435,2-year,,885.0,7495.0,12638.0,False
899,5.73,163,732,3,31,19,23,80,7,Northland College,Ashland,WI,Predominantly bachelor's-degree granting,Bachelor's degree,Private nonprofit,0.643,Not online only,38596.0,38596.0,0.7429,4-year,7190962.0,553.0,19936.0,50029.0,False
900,3.02,115,712,7,10,32,14,36,16,Sacred Heart Seminary and School of Theology,Franklin,WI,Entirely graduate-degree granting,Graduate degree,Private nonprofit,,Not online only,,,0.5769,4-year,10078538.0,,,,False
901,10.53,107,650,16,6,8,13,41,23,Viterbo University,La Crosse,WI,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,0.7925,Not online only,29350.0,29350.0,0.4096,4-year,55673184.0,1723.0,20201.0,40825.0,False
902,3.92,428,1704,4,0,55,37,73,259,Western Technical College,La Crosse,WI,Predominantly certificate-degree granting,Associate degree,Public,,Not online only,4500.0,6584.0,0.4027,2-year,6043198.0,3955.0,10279.0,14520.0,False
903,3.52,115,806,26,0,13,29,44,3,University of Wisconsin-Whitewater,Whitewater,WI,Predominantly bachelor's-degree granting,Graduate degree,Public,0.7992,Not online only,7735.0,16607.0,0.8133,4-year,30874001.0,9900.0,14417.0,18252.0,False
904,4.32,121,497,0,1,26,20,56,18,University of Wisconsin-Eau Claire,Eau Claire,WI,Predominantly bachelor's-degree granting,Graduate degree,Public,0.8436,Not online only,8870.0,17145.0,0.7819,4-year,51557873.0,10093.0,16051.0,20174.0,False
905,2.62,153,716,0,5,32,17,39,60,Casper College,Casper,WY,Predominantly associate's-degree granting,Associate degree,Public,,Not online only,3882.0,9822.0,0.9923,2-year,37784546.0,2361.0,7044.0,12427.0,False
906,10.06,223,741,8,25,60,45,83,2,Laramie County Community College,Cheyenne,WY,Predominantly associate's-degree granting,Associate degree,Public,,Not online only,4432.0,10372.0,1.0,4-year,22822688.0,2514.0,6022.0,11894.0,False
907,8.33,189,1583,2,0,15,26,68,78,Northern Marianas College,Saipan,MP,Predominantly associate's-degree granting,Bachelor's degree,Public,,Not online only,4038.0,5520.0,0.625,4-year,6332152.0,1230.0,2021.0,8559.0,False
908,6.5,206,1921,12,33,38,29,88,6,Universidad Central de Bayamon,Bayamón,PR,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,0.8797,Not online only,5462.0,5462.0,1.0,4-year,1006477.0,914.0,5732.0,12314.0,False
909,2.32,81,353,30,13,24,1,13,0,Universidad Teologica del Caribe,Trujillo Alto,PR,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,,Not online only,6366.0,6366.0,0.3103,4-year,,338.0,7430.0,12003.0,False
910,2.92,521,1814,13,1,38,49,168,252,Universidad Ana G. Mendez-Cupey Campus,San Juan,PR,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,,Not online only,5820.0,5820.0,1.0,4-year,25467113.0,7003.0,6927.0,13286.0,False
911,2.92,521,1814,13,1,38,49,168,252,Universidad Ana G. Mendez-Carolina Campus,Carolina,PR,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,,Not online only,5820.0,5820.0,1.0,4-year,22431552.0,6574.0,7271.0,13136.0,False
912,2.92,521,1814,13,1,38,49,168,252,Universidad Ana G. Mendez-Gurabo Campus,Gurabo,PR,Predominantly bachelor's-degree granting,Graduate degree,Private nonprofit,,Not online only,5820.0,5820.0,1.0,4-year,26492236.0,10896.0,7169.0,13136.0,False
913,6.03,120,932,10,20,18,20,48,4,Conservatory of Music of Puerto Rico,San Juan,PR,Predominantly bachelor's-degree granting,Graduate degree,Public,0.8,Not online only,3370.0,3850.0,0.5542,4-year,1595401.0,351.0,5043.0,10334.0,False
914,4.73,150,653,18,12,34,15,41,30,ICPR Junior College-Arecibo,Arecibo,PR,Predominantly certificate-degree granting,Associate degree,Private for-profit,,Not online only,7010.0,7010.0,0.5455,2-year,,227.0,7936.0,14209.0,False
915,4.73,150,653,18,12,34,15,41,30,ICPR Junior College-Mayaguez,Mayaguez,PR,Predominantly certificate-degree granting,Associate degree,Private for-profit,,Not online only,7010.0,7010.0,0.4,2-year,,324.0,6991.0,12734.0,False
916,4.73,150,653,18,12,34,15,41,30,ICPR Junior College,Hato Rey,PR,Predominantly certificate-degree granting,Associate degree,Private for-profit,,Not online only,7010.0,7010.0,0.3333,2-year,,431.0,7806.0,13183.0,False
917,4.73,150,653,18,12,34,15,41,30,ICPR Junior College,Manati,PR,Predominantly certificate-degree granting,Associate degree,Private for-profit,,Not online only,7010.0,7010.0,0.4167,2-year,,346.0,7521.0,13286.0,False
