,INSTNM,CITY,STABBR,INSTURL,PREDDEG,HIGHDEG,CONTROL,ADM_RATE,DISTANCEONLY,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,PFTFAC,ICLEVEL,ENDOWBEGIN,UGDS,NPT4_PUB,NPT4_PRIV
169,American Film Institute Conservatory,Los Angeles,CA,afi.com,4,4,2,,0.0,,,,,0.1182,1,13500946.0,,,
170,American Beauty College,West Covina,CA,americanbeautycollege.edu,1,1,3,,0.0,,16202.0,,,,3,,185.0,,13970.0
171,American Career College-Los Angeles,Los Angeles,CA,americancareercollege.edu,1,2,3,,0.0,,32073.0,,,,2,,1902.0,,27741.0
172,American Conservatory Theater,San Francisco,CA,act-sf.org,4,4,2,,0.0,,,30800.0,30800.0,1.0,1,24292329.0,1.0,,
173,American River College,Sacramento,CA,arc.losrios.edu,2,2,1,,0.0,13465.0,,1288.0,10168.0,0.4049,2,,22837.0,6039.0,
174,Antelope Valley Community College District,Lancaster,CA,avc.edu,2,3,1,,0.0,11709.0,,1124.0,6980.0,0.2408,1,5501257.0,9670.0,3524.0,
175,Art Center College of Design,Pasadena,CA,artcenter.edu,3,4,2,0.7556,0.0,68087.0,,48044.0,48044.0,0.2669,1,98145000.0,2026.0,,46201.0
176,Associated Technical College-Los Angeles,Los Angeles,CA,atcla.edu,1,1,3,,0.0,,27268.0,,,,3,,180.0,,22635.0
177,Associated Technical College-San Diego,San Diego,CA,atcsd.edu,1,1,3,,0.0,,27362.0,,,,3,,43.0,,21620.0
178,Azusa Pacific University,Azusa,CA,apu.edu,3,4,2,0.941,0.0,54720.0,,41510.0,41510.0,0.414,1,76922937.0,3937.0,,24811.0
179,Bakersfield College,Bakersfield,CA,bakersfieldcollege.edu,2,3,1,,0.0,13485.0,,1430.0,9380.0,0.4769,1,12624306.0,16900.0,5223.0,
180,Barstow Community College,Barstow,CA,barstow.edu,2,2,1,,0.0,17676.0,,1104.0,8952.0,0.2131,2,723477.0,2071.0,9250.0,
181,Bellus Academy-Chula Vista,Chula Vista,CA,bellusacademy.edu,1,1,3,,0.0,,22418.0,,,,2,,406.0,,18547.0
182,Bethesda University,Anaheim,CA,buc.edu,3,4,2,,0.0,19754.0,,6560.0,6560.0,0.125,1,,264.0,,14383.0
183,Biola University,La Mirada,CA,biola.edu,3,4,2,0.6077,0.0,57403.0,,44382.0,44382.0,1.0,1,163345746.0,3592.0,,27161.0
184,Brownson Technical School,Anaheim,CA,brownson.edu,1,1,3,,0.0,,35457.0,,,,3,,241.0,,29894.0
185,Bryan University,Tempe,AZ,bryanuniversity.edu,2,3,3,,0.0,23267.0,,12125.0,12125.0,0.1058,1,,1361.0,,18059.0
186,Butte College,Oroville,CA,butte.edu,2,2,1,,0.0,14581.0,,1368.0,7848.0,0.3274,2,4603546.0,8579.0,7473.0,
187,California Institute of Integral Studies,San Francisco,CA,ciis.edu,3,4,2,,0.0,,,,,0.2383,1,2422508.0,84.0,,
188,Cabrillo College,Aptos,CA,cabrillo.edu,2,2,1,,0.0,20716.0,,1262.0,8630.0,0.4497,2,26539199.0,8035.0,12456.0,
189,California Baptist University,Riverside,CA,calbaptist.edu,3,4,2,0.6373,0.0,46274.0,,37018.0,37018.0,0.4284,1,82924687.0,8234.0,,21812.0
190,California College of the Arts,San Francisco,CA,cca.edu,3,4,2,0.7763,0.0,68296.0,,52312.0,52312.0,0.2209,1,37330000.0,1239.0,,31566.0
191,University of California-Hastings College of Law,San Francisco,CA,uchastings.edu,4,4,1,,0.0,,,,,0.3591,1,47093840.0,,,
192,California Institute of Technology,Pasadena,CA,caltech.edu,3,4,2,0.0392,0.0,77718.0,,58680.0,58680.0,0.941,1,3085500000.0,987.0,,29279.0
193,California Lutheran University,Thousand Oaks,CA,callutheran.edu,3,4,2,0.8194,0.0,55039.0,,46012.0,46012.0,1.0,1,116063460.0,2588.0,,21442.0
194,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,calpoly.edu,3,4,1,0.33,0.0,28843.0,,10195.0,28105.0,0.6798,1,226112910.0,21090.0,20633.0,
195,Alliant International University-San Diego,San Diego,CA,alliant.edu,1,4,3,1.0,0.0,,,13680.0,13680.0,0.8582,1,,227.0,,
196,California State University-Bakersfield,Bakersfield,CA,csub.edu,3,4,1,0.8521,0.0,18172.0,,7579.0,19459.0,0.509,1,26944055.0,8870.0,6821.0,
197,California State University-Stanislaus,Turlock,CA,csustan.edu,3,4,1,0.9476,0.0,17005.0,,7644.0,19524.0,0.5114,1,16131357.0,9161.0,6041.0,
198,California State University-San Bernardino,San Bernardino,CA,csusb.edu,3,4,1,0.9097,0.0,13365.0,,7213.0,19093.0,0.4662,1,45146813.0,16595.0,2232.0,
199,California State Polytechnic University-Pomona,Pomona,CA,cpp.edu,3,4,1,0.6062,0.0,22108.0,,7439.0,19319.0,0.4535,1,105450164.0,26802.0,11740.0,
200,California State University-Chico,Chico,CA,csuchico.edu,3,4,1,0.8547,0.0,22469.0,,7864.0,19744.0,0.5639,1,62941713.0,14343.0,13384.0,
201,California State University-Dominguez Hills,Carson,CA,csudh.edu,3,4,1,0.8959,0.0,14579.0,,7060.0,18940.0,0.4384,1,13967089.0,15214.0,3724.0,
202,California State University-Fresno,Fresno,CA,fresnostate.edu,3,4,1,0.9728,0.0,17014.0,,6653.0,18533.0,0.5404,1,160725549.0,21826.0,5640.0,
203,California State University-Fullerton,Fullerton,CA,fullerton.edu,3,4,1,0.5943,0.0,14182.0,,6976.0,18856.0,0.4985,1,83135713.0,35502.0,4211.0,
204,California State University-East Bay,Hayward,CA,csueastbay.edu,3,4,1,0.8236,0.0,22134.0,,6995.0,18875.0,0.4484,1,16921045.0,12047.0,11327.0,
205,California State University-Long Beach,Long Beach,CA,csulb.edu,3,4,1,0.4685,0.0,18699.0,,6846.0,18726.0,0.4597,1,85609003.0,33765.0,8338.0,
206,California State University-Los Angeles,Los Angeles,CA,calstatela.edu,3,4,1,0.9054,0.0,13712.0,,6785.0,18665.0,0.4353,1,49109390.0,23506.0,2037.0,
207,California State University-Northridge,Northridge,CA,csun.edu,3,4,1,0.881,0.0,19641.0,,7043.0,18923.0,0.4428,1,139512006.0,34436.0,7944.0,
208,California State University-Sacramento,Sacramento,CA,csus.edu,3,4,1,0.9368,0.0,17561.0,,7392.0,19272.0,0.4602,1,55008546.0,29370.0,6654.0,
209,University of California-Berkeley,Berkeley,CA,berkeley.edu,3,4,1,0.1444,0.0,37510.0,,14226.0,43980.0,0.6688,1,2173287000.0,31811.0,15240.0,
210,University of California-Davis,Davis,CA,ucdavis.edu,3,4,1,0.4875,0.0,33396.0,,14645.0,44399.0,0.8616,1,484130000.0,31637.0,14920.0,
211,University of California-Irvine,Irvine,CA,uci.edu,3,4,1,0.2882,0.0,30173.0,,13775.0,43529.0,0.798,1,532004000.0,29438.0,9691.0,
212,University of California-Los Angeles,Los Angeles,CA,ucla.edu,3,4,1,0.1077,0.0,29153.0,,13258.0,43012.0,0.7182,1,2359984000.0,32122.0,11627.0,
213,University of California-Riverside,Riverside,CA,ucr.edu,3,4,1,0.6538,0.0,30569.0,,13754.0,43508.0,0.8512,1,193196000.0,22817.0,13233.0,
214,University of California-San Diego,La Jolla,CA,ucsd.edu,3,4,1,0.342,0.0,32719.0,,14700.0,44454.0,0.8544,1,895245000.0,33339.0,14895.0,
215,University of California-San Francisco,San Francisco,CA,ucsf.edu,4,4,1,,0.0,,,,,0.6283,1,1779820000.0,,,
216,University of California-Santa Barbara,Santa Barbara,CA,ucsb.edu,3,4,1,0.2918,0.0,34738.0,,14417.0,44171.0,0.8759,1,278285000.0,23081.0,15458.0,
217,University of California-Santa Cruz,Santa Cruz,CA,ucsc.edu,3,4,1,0.5864,0.0,37040.0,,14070.0,43824.0,0.7383,1,115645000.0,17864.0,18828.0,
218,Sofia University,Palo Alto,CA,sofia.edu,3,4,3,,0.0,,,,,0.3929,1,,8.0,,
219,California Beauty School,Modesto,CA,calbeautycollege.edu,1,1,3,,0.0,,24823.0,,,,3,,63.0,,21016.0
220,California Christian College,Fresno,CA,calchristiancollege.edu,3,3,2,1.0,0.0,,,10290.0,10290.0,,1,114664.0,14.0,,
221,Haven University,Garden Grove,CA,haven.edu,3,3,2,,0.0,,,6860.0,6860.0,,1,,22.0,,
222,California Hair Design Academy,La Mesa,CA,chdaschools.com,1,1,3,,0.0,,25472.0,,,,3,,94.0,,21111.0
223,California Institute of the Arts,Valencia,CA,calarts.edu,3,4,2,0.2898,0.0,74931.0,,53466.0,53466.0,0.6492,1,179402319.0,959.0,,46083.0
224,California State University Maritime Academy,Vallejo,CA,csum.edu,3,4,1,0.8209,0.0,24845.0,,7116.0,18996.0,0.7614,1,10783408.0,880.0,18133.0,
225,California Western School of Law,San Diego,CA,cwsl.edu,4,4,2,,0.0,,,,,0.4022,1,25064136.0,,,
226,Canada College,Redwood City,CA,canadacollege.edu,2,2,1,,0.0,9715.0,,1362.0,9006.0,0.4307,2,,3859.0,3643.0,
227,College of the Canyons,Santa Clarita,CA,canyons.edu,2,2,1,,0.0,11273.0,,1146.0,8682.0,0.2708,2,2383595.0,13371.0,3251.0,
228,Career Academy of Beauty,Garden Grove,CA,caofb.com,1,1,3,,0.0,,15766.0,,,,2,,194.0,,10959.0
229,Casa Loma College-Los Angeles,Sherman Oaks,CA,casalomacollege.edu,2,3,2,1.0,0.0,,28123.0,,,0.2143,1,,246.0,,23560.0
230,CET-San Diego,San Diego,CA,cetweb.edu,1,1,2,,0.0,,24689.0,,,,3,,198.0,,18989.0
231,CET-San Jose,San Jose,CA,cetweb.edu,1,1,2,,0.0,,21971.0,,,,3,,176.0,,15629.0
232,CET-El Centro,El Centro,CA,cetweb.edu,1,1,2,,0.0,,29821.0,,,,3,,159.0,,16855.0
233,CET-Colton,Colton,CA,cetweb.edu,1,1,2,,0.0,,25031.0,,,,3,,135.0,,18141.0
234,CET-Watsonville,Watsonville,CA,cetweb.edu,1,1,2,,0.0,,23101.0,,,,3,,90.0,,13556.0
235,CET-Salinas,Salinas,CA,cetweb.edu,1,1,2,,0.0,,20465.0,,,,3,,156.0,,5417.0
236,Cerritos College,Norwalk,CA,cerritos.edu,2,2,1,,0.0,13286.0,,1346.0,10026.0,0.3679,2,,17437.0,5797.0,
237,Cerro Coso Community College,Ridgecrest,CA,cerrocoso.edu,2,2,1,,0.0,16281.0,,1384.0,9334.0,0.4132,2,,3706.0,8891.0,
238,Chabot College,Hayward,CA,chabotcollege.edu,2,2,1,,0.0,13354.0,,1150.0,8710.0,0.3439,2,,10067.0,5814.0,
239,Chaffey College,Rancho Cucamonga,CA,chaffey.edu,2,2,1,,0.0,18583.0,,1184.0,8960.0,0.2329,2,1537212.0,15267.0,9977.0,
240,Chapman University,Orange,CA,chapman.edu,3,4,2,0.6037,0.0,71065.0,,58634.0,58634.0,0.9965,1,412064000.0,7469.0,,39047.0
241,Charles R Drew University of Medicine and Science,Los Angeles,CA,cdrewu.edu,2,4,2,0.6329,0.0,36763.0,,14954.0,14954.0,0.2663,1,91406000.0,255.0,,25852.0
242,Concordia University-Irvine,Irvine,CA,cui.edu,3,4,2,0.8138,0.0,53068.0,,38740.0,38740.0,1.0,1,35171761.0,1580.0,,24483.0
243,San Diego Christian College,Spring Valley,CA,sdcc.edu,3,4,2,0.527,0.0,47504.0,,34310.0,34310.0,0.1183,1,719210.0,438.0,,34359.0
244,Church Divinity School of the Pacific,Berkeley,CA,cdsp.edu,4,4,2,,0.0,,,,,0.5,1,24236889.0,,,
245,Citrus College,Glendora,CA,citruscollege.edu,2,2,1,,0.0,13090.0,,1196.0,8804.0,0.3575,2,7538272.0,8260.0,5321.0,
246,Citrus Heights Beauty College,Citrus Heights,CA,chbeautycollege.com,1,1,3,,0.0,,19199.0,,,,3,,101.0,,16192.0
247,City College of San Francisco,San Francisco,CA,ccsf.edu,1,2,1,,0.0,14677.0,,1168.0,8704.0,0.5101,2,,16219.0,5498.0,
248,Claremont Graduate University,Claremont,CA,cgu.edu,4,4,2,,0.0,,,,,0.8387,1,174867061.0,,,
249,Claremont McKenna College,Claremont,CA,cmc.edu,3,4,2,0.1124,0.0,66496.0,,58111.0,58111.0,0.9326,1,952269000.0,1414.0,,20114.0
250,Milan Institute-Visalia,Visalia,CA,milaninstitute.edu,1,1,3,,0.0,,25236.0,,,,3,,430.0,,21292.0
251,Clovis Adult Education,Clovis,CA,clovisadult.cusd.com,1,1,1,,0.0,,20668.0,,,,3,,340.0,16891.0,
252,Coastline Community College,Fountain Valley,CA,coastline.edu,2,2,1,,0.0,14743.0,,1170.0,8010.0,0.1756,2,2901905.0,5719.0,6210.0,
253,University of Silicon Valley,San Jose,CA,usv.edu,3,4,3,0.5065,0.0,35103.0,,21784.0,21784.0,0.3604,1,,420.0,,24405.0
254,Coba Academy,Anaheim,CA,coba.edu,1,1,3,,0.0,,19862.0,,,,3,,132.0,,15767.0
255,Western University of Health Sciences,Pomona,CA,westernu.edu,4,4,2,,0.0,,,,,0.8567,1,50437222.0,,,
256,Columbia College,Sonora,CA,gocolumbia.edu,2,2,1,,0.0,12959.0,,1270.0,7442.0,0.4576,2,2067532.0,1509.0,5836.0,
257,Columbia College Hollywood,Tarzana,CA,columbiacollege.edu,3,3,2,,0.0,39843.0,,26175.0,26175.0,0.0721,1,,493.0,,27452.0
258,Compton College,Compton,CA,compton.edu,2,2,1,,0.0,16997.0,,1142.0,8102.0,0.4764,2,,2635.0,9126.0,
259,Contra Costa College,San Pablo,CA,contracosta.edu,2,2,1,,0.0,12828.0,,1312.0,9012.0,0.3923,2,8505846.0,4429.0,4649.0,
260,Cosumnes River College,Sacramento,CA,crc.losrios.edu,2,2,1,,0.0,12112.0,,1288.0,10168.0,0.4318,2,,12575.0,5137.0,
261,Crafton Hills College,Yucaipa,CA,craftonhills.edu,2,2,1,,0.0,25759.0,,1178.0,8498.0,0.1864,2,,4481.0,18140.0,
262,Cuesta College,San Luis Obispo,CA,cuesta.edu,1,2,1,,0.0,19119.0,,1338.0,8702.0,0.335,2,30522712.0,6961.0,11004.0,
263,Cuyamaca College,El Cajon,CA,cuyamaca.edu,2,2,1,,0.0,13683.0,,1340.0,9936.0,0.3098,2,429198.0,6473.0,5222.0,
264,Cypress College,Cypress,CA,cypresscollege.edu,2,3,1,,0.0,13898.0,,1146.0,8898.0,0.3575,1,,12090.0,5852.0,
265,De Anza College,Cupertino,CA,deanza.edu,2,2,1,,0.0,13158.0,,1562.0,10787.0,0.3781,2,13598374.0,14706.0,4740.0,
266,International School of Beauty Inc,Palm Desert,CA,btyschool.com,1,1,3,,0.0,,20300.0,,,,3,,159.0,,14169.0
267,Dell'Arte International School of Physical Theatre,Blue Lake,CA,dellarte.com/school,1,0,2,,0.0,,,15400.0,15400.0,,2,,13.0,,
268,College of the Desert,Palm Desert,CA,collegeofthedesert.edu,2,2,1,,0.0,19173.0,,1326.0,8970.0,0.2676,2,24448136.0,8634.0,11343.0,
269,Design Institute of San Diego,San Diego,CA,disd.edu,3,3,3,1.0,0.0,39422.0,,25613.0,25613.0,0.3191,1,,119.0,,34713.0
270,Diablo Valley College,Pleasant Hill,CA,dvc.edu,2,2,1,,0.0,13436.0,,1312.0,9012.0,0.3921,2,7886250.0,15326.0,5637.0,
271,Dominican University of California,San Rafael,CA,dominican.edu,3,4,2,0.9293,0.0,66179.0,,47910.0,47910.0,0.2769,1,30877436.0,1243.0,,44990.0
272,Dominican School of Philosophy & Theology,Berkeley,CA,dspt.edu,4,4,2,,0.0,,,,,0.6316,1,7285913.0,,,
273,East Los Angeles College,Monterey Park,CA,elac.edu,2,2,1,,0.0,18616.0,,1238.0,9012.0,0.3454,2,,25649.0,10278.0,
274,El Camino Community College District,Torrance,CA,elcamino.edu,2,2,1,,0.0,19650.0,,1144.0,8008.0,0.3531,2,,16764.0,11022.0,
275,Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,emperors.edu,4,4,3,,0.0,,,,,,1,,,,
276,Empire College,Santa Rosa,CA,empcol.edu,1,4,3,,0.0,,,,,,1,,,,
277,Evergreen Valley College,San Jose,CA,evc.edu,2,2,1,,0.0,19861.0,,1366.0,8286.0,0.3801,2,,6746.0,11409.0,
278,FIDM-Fashion Institute of Design & Merchandising,Los Angeles,CA,fidm.edu,2,4,3,0.3597,0.0,52083.0,,32645.0,32645.0,0.0417,1,,1724.0,,41595.0
279,Feather River Community College District,Quincy,CA,frc.edu,2,3,1,,0.0,17276.0,,1461.0,9531.0,0.2414,1,48225.0,1220.0,9326.0,
280,Federico Beauty Institute,Sacramento,CA,federico.edu,1,1,3,,0.0,,23529.0,,,,3,,297.0,,20893.0
281,Fielding Graduate University,Santa Barbara,CA,fielding.edu,4,4,2,,0.0,,,,,0.3277,1,6983837.0,,,
282,Five Branches University,Santa Cruz,CA,fivebranches.edu,4,4,3,,0.0,,,,,0.0189,1,,,,
283,Redondo Beach Beauty College,Torrance,CA,rbbeautycollege.com,1,1,3,,0.0,,,,,,3,,58.0,,
284,Foothill College,Los Altos Hills,CA,foothill.edu,2,3,1,,0.0,15141.0,,1565.0,10790.0,0.3196,1,9567511.0,10593.0,7286.0,
285,Franciscan School of Theology,San Diego,CA,fst.edu,4,4,2,,0.0,,,,,,1,5211973.0,,,
286,Fredrick and Charles Beauty College,Eureka,CA,fandcbeauty.com,1,1,3,,0.0,,19731.0,,,,3,,59.0,,12890.0
287,Fresno City College,Fresno,CA,fresnocitycollege.edu,2,2,1,,0.0,12737.0,,1304.0,8504.0,0.3916,2,7085003.0,15554.0,4201.0,
288,Fresno Pacific University,Fresno,CA,fresno.edu,3,4,2,0.7786,0.0,38688.0,,33452.0,33452.0,0.9412,1,17569795.0,2668.0,,11531.0
289,Fuller Theological Seminary,Pasadena,CA,fuller.edu,4,4,2,,0.0,,,,,0.9833,1,140541000.0,,,
290,Fullerton College,Fullerton,CA,fullcoll.edu,2,2,1,,0.0,16615.0,,1154.0,7802.0,0.3807,2,,16287.0,9765.0,
291,Gavilan College,Gilroy,CA,gavilan.edu,1,2,1,,0.0,13406.0,,1166.0,7214.0,0.2937,2,,3744.0,6161.0,
292,Gemological Institute of America-Carlsbad,Carlsbad,CA,gia.edu/gem-education,1,1,2,,0.0,,39502.0,,,,3,,104.0,,30209.0
293,Glendale Community College,Glendale,CA,glendale.edu,2,2,1,,0.0,14283.0,,1171.0,7531.0,0.3064,2,14982245.0,10107.0,5963.0,
294,Glendale Career College,Glendale,CA,success.edu,1,3,3,,0.0,,46095.0,,,,1,,305.0,,42707.0
295,Golden Gate University,San Francisco,CA,ggu.edu,3,4,2,,0.0,,,,,1.0,1,41389065.0,679.0,,
296,Golden West College,Huntington Beach,CA,goldenwestcollege.edu,2,2,1,,0.0,11843.0,,1186.0,8554.0,0.2818,2,9310330.0,8830.0,3809.0,
297,Graduate Theological Union,Berkeley,CA,gtu.edu,4,4,2,,0.0,,,,,0.6429,1,48293169.0,,,
298,Grossmont College,El Cajon,CA,grossmont.edu,2,2,1,,0.0,11295.0,,1332.0,9928.0,0.4036,2,833671.0,11455.0,3377.0,
299,Salon Success Academy-Riverside,Riverside,CA,salonsuccessacademy.com,1,1,3,,0.0,,17627.0,,,,3,,116.0,,11813.0
300,Hartnell College,Salinas,CA,hartnell.edu,2,2,1,,0.0,12273.0,,1400.0,9980.0,0.3554,2,10005903.0,8635.0,4209.0,
301,Harvey Mudd College,Claremont,CA,hmc.edu,3,3,2,0.0999,0.0,63989.0,,60703.0,60703.0,0.9604,1,319714177.0,905.0,,30026.0
302,Hilltop Beauty School,Daly City,CA,hilltopbeautyschool.com,1,1,3,,0.0,,22167.0,,,,3,,99.0,,16066.0
303,Holy Names University,Oakland,CA,hnu.edu,3,4,2,0.9531,0.0,54556.0,,40904.0,40904.0,0.1795,1,54619996.0,592.0,,20437.0
304,Pacifica Graduate Institute,Carpinteria,CA,pacifica.edu,4,4,3,,0.0,,,,,0.1684,1,,,,
305,California State Polytechnic University-Humboldt,Arcata,CA,humboldt.edu,3,4,1,0.9146,0.0,24219.0,,7864.0,19744.0,0.5407,1,32587726.0,5336.0,13335.0,
306,Humphreys University-Stockton and Modesto Campuses,Stockton,CA,humphreys.edu,3,4,2,,0.0,24088.0,,14580.0,14580.0,0.1346,1,171384.0,197.0,,8502.0
307,Imperial Valley College,Imperial,CA,imperial.edu,2,2,1,,0.0,10446.0,,1126.0,6646.0,0.5808,2,1953884.0,6385.0,1234.0,
308,Institute for Business and Technology,Santa Clara,CA,ibt.edu,1,2,3,,0.0,,30913.0,,,0.52,2,,693.0,,27890.0
309,Interior Designers Institute,Newport Beach,CA,idi.edu,2,4,3,,0.0,,,20250.0,20250.0,,1,,110.0,,
310,International School of Cosmetology,Los Angeles,CA,toniguy.edu,1,1,3,,0.0,,26043.0,,,,3,,158.0,,20831.0
311,Irvine Valley College,Irvine,CA,ivc.edu,2,2,1,,0.0,10767.0,,1148.0,8828.0,0.2868,2,2010268.0,9140.0,1627.0,
312,Bellus Academy-El Cajon,El Cajon,CA,bellusacademy.edu,1,1,3,,0.0,,22242.0,,,,2,,226.0,,21088.0
313,American Jewish University,Los Angeles,CA,aju.edu,3,4,2,,0.0,,,,,1.0,1,22351878.0,22.0,,
314,Reedley College,Reedley,CA,reedleycollege.edu,1,2,1,,0.0,12373.0,,1304.0,8504.0,0.4679,2,1869952.0,3852.0,4213.0,
315,Life Pacific University,San Dimas,CA,lifepacific.edu,3,4,2,0.9397,0.0,31462.0,,18300.0,18300.0,0.2169,1,4030013.0,419.0,,24055.0
316,University of La Verne,La Verne,CA,laverne.edu,3,4,2,0.7194,0.0,60612.0,,45850.0,45850.0,0.3388,1,109253175.0,3686.0,,21605.0
317,Laguna College of Art and Design,Laguna Beach,CA,lcad.edu,3,4,2,0.833,0.0,53081.0,,33600.0,33600.0,0.1337,1,3052027.0,735.0,,40893.0
318,Lake Tahoe Community College,South Lake Tahoe,CA,ltcc.edu,2,2,1,,0.0,10703.0,,1131.0,8511.0,0.1897,2,3038778.0,1830.0,4146.0,
319,Lancaster Beauty School,Lancaster,CA,lancasterbeautyschool.com,1,1,3,,0.0,,19490.0,,,,3,,82.0,,17358.0
320,Laney College,Oakland,CA,laney.edu,2,2,1,,0.0,22364.0,,1148.0,8684.0,0.3758,2,,5722.0,13729.0,
321,Lassen Community College,Susanville,CA,lassencollege.edu,2,2,1,,0.0,18311.0,,1127.0,7847.0,0.3772,2,66654.0,1392.0,8379.0,
322,Latin American Bible Institute,La Puente,CA,labi.edu,2,3,2,0.3623,0.0,11300.0,,9640.0,9640.0,,1,48197.0,49.0,,6516.0
323,Life Chiropractic College West,Hayward,CA,lifewest.edu,4,4,2,,0.0,,,,,0.3556,1,,,,
324,Lincoln University,Oakland,CA,lincolnuca.edu,3,4,2,,0.0,22440.0,,11420.0,11420.0,0.5806,1,16726.0,168.0,,14128.0
325,Southern California Seminary,El Cajon,CA,socalsem.edu,3,4,2,,0.0,,,17736.0,17736.0,0.3214,1,115850.0,46.0,,
326,La Sierra University,Riverside,CA,lasierra.edu,3,4,2,0.6607,0.0,46046.0,,34218.0,34218.0,0.5138,1,20797171.0,1270.0,,23480.0
327,Loma Linda University,Loma Linda,CA,llu.edu/index.html,3,4,2,,0.0,,,,,0.9504,1,428977000.0,980.0,,
328,Long Beach City College,Long Beach,CA,lbcc.edu,1,2,1,,0.0,11991.0,,1556.0,11444.0,0.3272,2,,19918.0,4301.0,
329,Southern California University of Health Sciences,Whittier,CA,scuhs.edu,1,4,2,,0.0,,,,,0.2335,1,1921889.0,130.0,,
330,Los Angeles Harbor College,Wilmington,CA,lahc.edu,2,2,1,,0.0,18904.0,,1238.0,9012.0,0.281,2,,5487.0,10895.0,
331,Los Angeles Pierce College,Woodland Hills,CA,lapc.edu,2,2,1,,0.0,19386.0,,1238.0,9012.0,0.3609,2,,13016.0,11378.0,
332,Los Angeles Southwest College,Los Angeles,CA,lasc.edu,2,2,1,,0.0,13698.0,,1238.0,9012.0,0.3213,2,,3539.0,5853.0,
333,Los Angeles Trade Technical College,Los Angeles,CA,lattc.edu,1,2,1,,0.0,15980.0,,1238.0,9012.0,0.378,2,,7867.0,8181.0,
334,Los Angeles Valley College,Valley Glen,CA,lavc.edu,2,2,1,,0.0,17366.0,,1238.0,9012.0,0.2899,2,,11201.0,9622.0,
335,The Master's University and Seminary,Santa Clarita,CA,masters.edu,3,4,2,0.6698,0.0,43385.0,,28870.0,28870.0,0.3527,1,31837881.0,1338.0,,29357.0
336,Los Angeles City College,Los Angeles,CA,lacitycollege.edu,1,2,1,,0.0,16656.0,,1238.0,9012.0,0.3287,2,,10494.0,9186.0,
337,Los Angeles County College of Nursing and Allied Health,Los Angeles,CA,dhs.lacounty.gov/wps/portal/dhs/conah,2,2,1,,0.0,,,,,1.0,2,466679.0,180.0,,
338,Los Angeles Mission College,Sylmar,CA,lamission.edu,2,2,1,,0.0,17890.0,,1238.0,9012.0,0.2975,2,,6538.0,10630.0,
339,Los Medanos College,Pittsburg,CA,losmedanos.edu,2,2,1,,0.0,11897.0,,1312.0,9012.0,0.4133,2,1082845.0,6919.0,4323.0,
340,Loyola Marymount University,Los Angeles,CA,lmu.edu,3,4,2,0.4582,0.0,59539.0,,53526.0,53526.0,0.5876,1,477020000.0,6999.0,,34580.0
341,Lu Ross Academy,Ventura,CA,lurossacademy.com,1,1,3,,0.0,,19503.0,,,,3,,272.0,,13455.0
342,Lyle's College of Beauty,Bakersfield,CA,lylescolleges.com,1,1,3,,0.0,,26053.0,,,,3,,93.0,,19392.0
343,Lyle's College of  Beauty,Fresno,CA,lylescolleges.com,1,1,3,,0.0,,22557.0,,,,3,,103.0,,16446.0
344,Lytles Redwood Empire Beauty College,Santa Rosa,CA,lytlesrebc.edu,1,1,3,,0.0,,19446.0,,,,3,,76.0,,15698.0
345,MTI College,Sacramento,CA,mticollege.edu,1,2,3,0.9581,0.0,,24150.0,,,0.2113,2,,550.0,,19643.0
346,College of Marin,Kentfield,CA,marin.edu,2,2,1,,0.0,13784.0,,1494.0,9864.0,0.4545,2,1233536.0,3584.0,4937.0,
347,Marymount California University,Rancho Palos Verdes,CA,marymountcalifornia.edu,3,4,2,,0.0,55163.0,,36908.0,36908.0,0.6098,1,13175412.0,443.0,,29910.0
348,Mendocino College,Ukiah,CA,mendocino.edu,2,2,1,,0.0,16011.0,,1423.0,8443.0,0.2174,2,10068256.0,2223.0,6382.0,
349,Menlo College,Atherton,CA,menlo.edu,3,3,2,0.6978,0.0,64663.0,,47425.0,47425.0,0.2449,1,21919477.0,743.0,,32915.0
350,Merced College,Merced,CA,mccd.edu,2,2,1,,0.0,19487.0,,1180.0,7444.0,0.3576,2,7776722.0,7737.0,11546.0,
351,Merritt College,Oakland,CA,merritt.edu,1,2,1,,0.0,20217.0,,1167.0,8703.0,0.2686,2,,4798.0,13626.0,
352,Mills College,Oakland,CA,mills.edu,3,4,2,0.7981,0.0,47187.0,,30950.0,30950.0,0.3487,1,187318992.0,438.0,,22037.0
353,MiraCosta College,Oceanside,CA,miracosta.edu,2,3,1,,0.0,12359.0,,1152.0,8520.0,0.2578,1,13449963.0,10436.0,4318.0,
354,Mission College,Santa Clara,CA,missioncollege.edu,2,2,1,,0.0,13216.0,,1204.0,8572.0,0.491,2,,4950.0,3821.0,
355,Modern Beauty Academy,Oxnard,CA,modernbeautyacademy.org,1,1,3,,0.0,,17817.0,,,,3,,81.0,,11914.0
356,Modesto Junior College,Modesto,CA,mjc.edu,2,3,1,,0.0,18817.0,,1182.0,8550.0,0.4458,1,7465935.0,12949.0,10480.0,
357,Moler Barber College,Oakland,CA,moler.org,1,1,3,,0.0,,27524.0,,,,3,,346.0,,23565.0
